2026-05-27T15:34:49.912Z,ADDED,Gmail - Thanks for your order - Tim Bisson 4.pdf,bisson-expert
2026-05-27T15:40:15.334Z,ADDED,Gmail - Thanks for your order - Tim Bisson 5.pdf,bisson-expert
2026-05-27T15:41:12.157Z,ADDED,Gmail - Thanks for your order - Tim Bisson 6.pdf,bisson-expert
"2026-06-17 09 h 08","Bisson Expert","Facture 10","16–30 Juin. 2026","MODIFICATION","Discussions stratégiques pour Bonus","1","2026-06-16","date: '2026-06-01' -> '2026-06-16'"
"2026-06-17 09 h 08","Bisson Expert","Facture 10","16–30 Juin. 2026","MODIFICATION","Vérification calculs bonus Julien","2.5","2026-06-16","hrs: '2' -> '2.5'"
"2026-06-17 09 h 09","Bisson Expert","Facture 10","16–30 Juin. 2026","AJOUT","Communications internes et externes","","2026-06-17",""
"2026-06-17 09 h 09","Bisson Expert","Facture 10","16–30 Juin. 2026","MODIFICATION","Communications internes et externes","0.5","2026-06-17","hrs: '0' -> '0.5'"
"2026-06-17 09 h 09","Bisson Expert","Facture 10","16–30 Juin. 2026","AJOUT","Review ","","2026-06-17",""
"2026-06-17 09 h 09","Bisson Expert","Facture 10","16–30 Juin. 2026","MODIFICATION","Review Avis de modification ","","2026-06-17","desc: 'Review Avis de modification' -> 'Review Avis de modif"
"2026-06-17 09 h 09","Bisson Expert","Facture 10","16–30 Juin. 2026","MODIFICATION","Review Avis de modification Videos","","2026-06-17","desc: 'Review Avis de modification Video' -> 'Review Avis de"
"2026-06-17 09 h 09","Bisson Expert","Facture 10","16–30 Juin. 2026","MODIFICATION","Review Avis de modification Videos","0.5","2026-06-17","hrs: '0' -> '0.5'"
"2026-06-17 09 h 10","Bisson Expert","Facture 10","16–30 Juin. 2026","MODIFICATION","Review Avis de modification Videos","0.75","2026-06-17","hrs: '0.7' -> '0.75'"
"2026-06-17 11 h 02","Bisson Expert","Facture 10","16–30 Juin. 2026","AJOUT","Rencontre dossiers commerciales sur le serveur avec Étienne","0.25","2026-06-17",""
"2026-06-18 11 h 58","Bisson Expert","Facture 10","16–30 Juin. 2026","AJOUT","Clean up ","","2026-06-18",""
"2026-06-18 11 h 58","Bisson Expert","Facture 10","16–30 Juin. 2026","MODIFICATION","Clean up Power Bi from ","","2026-06-18","desc: 'Clean up Power Bi from o' -> 'Clean up Power Bi from "
"2026-06-18 11 h 58","Bisson Expert","Facture 10","16–30 Juin. 2026","MODIFICATION","Clean up Power Bi from non-active users","","2026-06-18","desc: 'Clean up Power Bi from non-active users ' -> 'Clean u"
"2026-06-18 11 h 58","Bisson Expert","Facture 10","16–30 Juin. 2026","MODIFICATION","Clean up Power Bi from non-active users","0.5","2026-06-18","hrs: '0' -> '0.5'"
"2026-06-18 12 h 11","Bisson Expert","Facture 10","16–30 Juin. 2026","AJOUT","Communications internes et externes","","2026-06-18",""
"2026-06-18 12 h 12","Bisson Expert","Facture 10","16–30 Juin. 2026","MODIFICATION","Communications internes et externes","0.75","2026-06-18","hrs: '0.7' -> '0.75'"
"2026-06-18 13 h 25","Bisson Expert","Facture 10","16–30 Juin. 2026","FACTURE GÉNÉRÉE","Bisson Expert - 06-30-2026 - Invoice 10.pdf","8.75","18 juin 2026","1006.03"
"2026-06-18 15 h 16","Bisson Expert","Facture 10","16–30 Juin. 2026","AJOUT","","","2026-06-18",""
"2026-06-18 15 h 18","Bisson Expert","Facture 10","16–30 Juin. 2026","MODIFICATION","2.5","","2026-06-18","desc: '2.' -> '2.5'"
"2026-06-18 15 h 18","Bisson Expert","Facture 10","16–30 Juin. 2026","MODIFICATION","","","2026-06-18","desc: '2.5' -> ''"
"2026-06-18 15 h 18","Bisson Expert","Facture 10","16–30 Juin. 2026","MODIFICATION","","2.5","2026-06-18","hrs: '2' -> '2.5'"
"2026-06-18 15 h 18","Bisson Expert","Facture 10","16–30 Juin. 2026","MODIFICATION","Rassembler requis pour processus d'achat d'acier.","2.5","2026-06-18","desc: 'Rassembler requis pour processus d'achat d'acier. ' -"
"2026-06-18 15 h 18","Bisson Expert","Facture 10","16–30 Juin. 2026","MODIFICATION","Communications internes et externes","1","2026-06-18","hrs: '0.75' -> '1'"
"2026-06-18 15 h 19","Bisson Expert","Facture 10","16–30 Juin. 2026","AJOUT","Vérification intégration Maestro X Azure avec Hoang-Truc","","2026-06-18",""
"2026-06-18 15 h 19","Bisson Expert","Facture 10","16–30 Juin. 2026","MODIFICATION","Vérification intégration Maestro X Azure avec Hoang-Truc","0.25","2026-06-18","hrs: '0.2' -> '0.25'"
"2026-06-18 15 h 34","Bisson Expert","Facture 10","16–30 Juin. 2026","MODIFICATION","Vérification intégration Maestro X Azure avec Hoang-Truc","","2026-06-18","hrs: '0.25' -> ''"
"2026-06-18 15 h 34","Bisson Expert","Facture 10","16–30 Juin. 2026","MODIFICATION","Vérification intégration Maestro X Azure avec Hoang-Truc","0.5","2026-06-18","hrs: '0' -> '0.5'"
"2026-06-18 15 h 34","Bisson Expert","Facture 10","16–30 Juin. 2026","MODIFICATION","Rassembler requis pour processus d'achat d'acier.","2.75","2026-06-18","hrs: '2.7' -> '2.75'"
"2026-06-22 09 h 42","Bisson Expert","Facture 10","16–30 Juin. 2026","AJOUT","Communications internes et externes","","2026-06-22",""
"2026-06-22 09 h 43","Bisson Expert","Facture 10","16–30 Juin. 2026","MODIFICATION","Communications internes et externes","0.5","2026-06-22","hrs: '0' -> '0.5'"
"2026-06-22 11 h 38","Bisson Expert","Facture 10","16–30 Juin. 2026","AJOUT","Rencontre avec Gilles Processus d'Achat & ","","2026-06-22",""
"2026-06-22 11 h 38","Bisson Expert","Facture 10","16–30 Juin. 2026","MODIFICATION","Rencontre avec Gilles Processus d'Achat & Acier","","2026-06-22","desc: 'Rencontre avec Gilles Processus d'Achat & Acier ' -> "
"2026-06-22 11 h 38","Bisson Expert","Facture 10","16–30 Juin. 2026","AJOUT","Rencontre avec Julien","","2026-06-22",""
"2026-06-22 11 h 38","Bisson Expert","Facture 10","16–30 Juin. 2026","MODIFICATION","Rencontre avec Julien","0.5","2026-06-22","hrs: '0' -> '0.5'"
"2026-06-22 11 h 39","Bisson Expert","Facture 10","16–30 Juin. 2026","AJOUT","Mettre en place le projet d'acier dans claude et planification","","2026-06-22",""
"2026-06-22 11 h 39","Bisson Expert","Facture 10","16–30 Juin. 2026","MODIFICATION","Mettre en place le projet d'acier dans claude et planification","1","2026-06-22","hrs: '' -> '1'"
"2026-06-22 14 h 11","Bisson Expert","Facture 10","16–30 Juin. 2026","MODIFICATION","Mettre en place le projet d'acier dans claude et planification","2.5","2026-06-22","hrs: '2' -> '2.5'"
"2026-06-22 15 h 00","Bisson Expert","Facture 10","16–30 Juin. 2026","MODIFICATION","Mettre en place le projet d'acier dans claude et planification","3","2026-06-22","hrs: '' -> '3'"
"2026-06-22 16 h 10","Bisson Expert","Facture 10","16–30 Juin. 2026","MODIFICATION","Mettre en place le projet d'acier dans claude et planification","3.5","2026-06-22","hrs: '3' -> '3.5'"
2026-06-23T13:02:11.425Z,ADDED,Gmail - Thanks for your order.pdf,bisson-expert
"2026-06-23 09 h 53","Bisson Expert","Facture 10","16–30 Juin. 2026","AJOUT","Installation Python et configuration environnement test","","2026-06-23",""
"2026-06-23 09 h 53","Bisson Expert","Facture 10","16–30 Juin. 2026","MODIFICATION","Installation Python et configuration environnement test pour projet ","","2026-06-23","desc: 'Installation Python et configuration environnement te"
"2026-06-23 09 h 53","Bisson Expert","Facture 10","16–30 Juin. 2026","MODIFICATION","Installation Python et configuration environnement test pour projet Acier prédic","","2026-06-23","desc: 'Installation Python et configuration environnement te"
"2026-06-23 09 h 53","Bisson Expert","Facture 10","16–30 Juin. 2026","MODIFICATION","Installation Python et configuration environnement test pour projet Acier prédic","1","2026-06-23","hrs: '' -> '1'"
"2026-06-23 10 h 35","Bisson Expert","Facture 10","16–30 Juin. 2026","AJOUT","Tests ","","2026-06-23",""
"2026-06-23 10 h 36","Bisson Expert","Facture 10","16–30 Juin. 2026","MODIFICATION","Tests du processus avec script Python - Acier Prédiction","","2026-06-23","desc: 'Tests du processus avec script Python - Acier Prédict"
"2026-06-23 10 h 36","Bisson Expert","Facture 10","16–30 Juin. 2026","MODIFICATION","Tests du processus avec script Python - Acier Prédiction","1","2026-06-23","hrs: '' -> '1'"
"2026-06-23 13 h 20","Bisson Expert","Facture 10","16–30 Juin. 2026","AJOUT","Communications internes et externes","","2026-06-23",""
"2026-06-23 13 h 20","Bisson Expert","Facture 10","16–30 Juin. 2026","MODIFICATION","Communications internes et externes","0.5","2026-06-23","hrs: '0' -> '0.5'"
"2026-06-23 13 h 20","Bisson Expert","Facture 10","16–30 Juin. 2026","MODIFICATION","Tests du processus avec script Python - Acier Prédiction","2.5","2026-06-23","hrs: '2' -> '2.5'"
"2026-06-25 15 h 30","Bisson Expert","Facture 10","16–30 Juin. 2026","AJOUT","Meeting Sommaire Facturation Réalignement avec GRO","","2026-06-25",""
"2026-06-25 15 h 30","Bisson Expert","Facture 10","16–30 Juin. 2026","MODIFICATION","Meeting Sommaire Facturation Réalignement avec GRO","0.75","2026-06-25","hrs: '0.7' -> '0.75'"
"2026-06-25 15 h 30","Bisson Expert","Facture 10","16–30 Juin. 2026","AJOUT","Préparation au meeting GRO ","","2026-06-25",""
"2026-06-25 15 h 30","Bisson Expert","Facture 10","16–30 Juin. 2026","MODIFICATION","Préparation au meeting GRO + Review recordings ","","2026-06-25","desc: 'Préparation au meeting GRO + Review recordings' -> 'P"
